Continent,Region,Country,"Criminality avg,","Criminal markets avg,",Human trafficking,Human smuggling,Arms trafficking,Flora crimes,Fauna crimes,Non-renewable resource crimes,Heroin trade,Cocaine trade,Cannabis trade,Synthetic drug trade,Cyber-dependent crimes,Financial crimes,Trade in counterfeit goods,Illicit trade in excisable goods,Extortion and protection racketeering,"Criminal actors avg,",Mafia-style groups,Criminal networks,State-embedded actors,Foreign actors,Private sector actors,"Resilience avg,",Political leadership and governance,Government transparency and accountability,International cooperation,National policies and laws,Judicial system and detention,Law enforcement,Territorial integrity,Anti-money laundering,Economic regulatory capacity,Victim and witness support,Prevention,Non-state actors,happiness score,Cluster
Africa,Southern Africa,Lesotho,-0.8317569494787462,-1.1061847451407385,-1.0569098595648652,-0.8076277209646826,-0.5468264111487905,-1.321447405949639,-0.9615173961083217,0.49613847839339564,-0.27491801557229417,0.08533311760529264,0.10613575725676949,-0.6728446541567505,-1.7505583027738145,-0.5854460765826177,-2.165274158717709,-0.6520691970750967,-0.9463948670238345,-0.5280231188428577,-0.4275703635016645,-0.09532011282480063,0.019808753837858423,-0.3304643854661562,-1.2243995000436942,-0.5476640987087589,-0.38173117027220516,-0.4447684329692112,0.6133053791797214,-0.2816367864995353,-0.8078544208300039,-1.0230398633092994,-1.1208533032619301,-0.4435490071596958,-0.36315846328687235,-0.3845443551290402,-0.5729272505284605,-0.6154775076134225,3.186199903488159,2
Asia,Southern Asia,Pakistan,0.7474140260270106,1.0673239389234335,1.2643829187682096,1.1407741558626145,1.487086814044891,0.19149788679439675,0.35273796826070136,0.2974772204474924,2.115135002691343,-0.8557692651273645,1.0973067806707961,0.9503930739964103,0.2194577464118775,0.6133984091515492,-0.26203057483506426,0.8497130825847319,1.1584551765362172,0.41122537826932226,0.8290958317646488,0.7948467472648715,0.656990335622302,-0.9466926598136743,-0.1428933054970902,-0.5231981138581622,-0.6525918903550567,-0.4447684329692112,-0.47513543168635924,-0.2816367864995353,-0.8078544208300039,-0.20148635310668608,-0.5780059067009452,-0.4435490071596958,-0.6348235152805405,-0.3845443551290402,-0.2999026595358855,-0.36273887150833617,4.656700134277344,2
Asia,Central Asia and the Caucasus,Azerbaijan,-0.17314535779862036,-0.5934203724917968,-0.7667482622732308,-1.0511779555680947,-0.9988071278584975,-0.4569072386673329,-0.698666323234517,0.09881596250158918,1.159113795385888,-1.5615960521768573,0.10613575725676949,0.022828657908889834,-0.7655502781809685,-0.5854460765826177,0.00986136571959923,-0.351712741143131,-0.010905958774922586,0.20995784317385519,0.6196514658869299,-0.09532011282480063,0.656990335622302,0.28576388888136195,-0.9540229514070432,-0.5231981138581622,-0.6525918903550567,-0.7025471343597749,-0.47513543168635924,-0.8692681356282954,-1.069897955653854,-0.20148635310668608,-0.5780059067009452,-0.4435490071596958,-0.09149341129320415,-0.12321667717162907,0.24614652244926435,-0.6154775076134225,4.893400192260742,2
Asia,Southern Asia,Nepal,1.1515620481943605,0.883647148720828,1.2643829187682096,1.1407741558626145,0.35713502227062344,1.2721730958972794,1.1412911868821152,1.0921222522311054,0.2030925880804333,-0.38521807376103595,0.4365260983947784,-0.2090624461129903,-0.7655502781809685,0.6133984091515492,1.3693210684929167,-0.0513562852111653,1.1584551765362172,1.2833846970163467,0.6196514658869299,1.091569033961429,0.656990335622302,1.2101063004026391,1.4793659863228157,-0.4987321290075654,-0.6525918903550567,-0.9603258357503387,-0.2030252289698391,-0.5754524610639153,-0.8078544208300039,-0.20148635310668608,-0.30658220842045275,-0.7571202832835834,-0.36315846328687235,0.1381110007857821,-0.2999026595358855,-0.36273887150833617,5.158400058746338,1
Asia,Western Asia,Saudi Arabia,0.8970984786815848,1.2969199266766918,1.2643829187682096,1.1407741558626145,1.2610964556900375,0.4076329286149733,1.4041422597559197,1.0921222522311054,1.159113795385888,0.3206087132884569,0.7669164395327873,1.8779574900839309,1.4507177771529352,1.2128206520186327,0.5536452468289262,-0.351712741143131,-0.9463948670238345,0.47831455663447836,-0.4275703635016645,0.49812446056831416,1.081778056811931,-1.2548067969874335,1.7497425349594669,-0.4987321290075654,-0.6525918903550567,-0.9603258357503387,-0.47513543168635924,-0.8692681356282954,-0.8078544208300039,-0.4753375231742239,-0.03515851013996029,0.497164821211967,0.18017164070046401,-0.12321667717162907,-0.026878068543310582,-1.3736934159286813,6.593500137329102,1
Africa,West Africa,Sierra Leone,-0.06088201830768954,-0.21076039290303406,-0.47658666498159646,-0.5640774863612704,-0.772816769503644,1.2721730958972794,0.8784401140083106,0.8934609942852022,-0.7529286192250216,0.3206087132884569,1.0973067806707961,0.4866108659526501,-1.5043062966256031,-1.1848683194497012,-0.5339225153897278,-0.6520691970750967,-0.9463948670238345,0.07577948644354358,-0.6370147293793834,0.20140217387175677,0.23220261443267298,1.2101063004026391,-0.4132698541337412,-0.4742661441569687,-0.11087045018935364,-0.18698973157864748,-0.47513543168635924,-1.1630838101926755,-0.8078544208300039,-0.4753375231742239,-0.30658220842045275,-0.12997773103580823,-0.6348235152805405,-0.6458720330864514,-0.2999026595358855,0.14273840070183635,3.2451999187469482,2
Americas,Caribbean & Central,Honduras,1.510804734565338,0.860687549945502,0.6840597241849409,0.6536736866557903,0.5831253806254769,1.2721730958972794,0.8784401140083106,0.09881596250158918,-0.9919339210513853,1.7322622873874427,1.427697121808805,-0.6728446541567505,0.9582137648565121,0.9131095305850908,-0.8058144559443913,-0.351712741143131,2.093944084785129,1.954276480667904,1.8763176611532433,1.091569033961429,1.081778056811931,1.5182204375763981,1.7497425349594669,-0.44980015930637196,-0.9234526104379082,-0.4447684329692112,0.3411951764632012,-0.8692681356282954,-0.5458108860061539,0.07236481696085173,-0.30658220842045275,-0.4435490071596958,-0.6348235152805405,-0.6458720330864514,-0.026878068543310582,-0.36273887150833617,5.968400001525879,1
Americas,Caribbean & Central,Guatemala,1.1740147160925463,0.9372195458632542,0.6840597241849409,1.1407741558626145,0.8091157389803304,0.19149788679439675,-0.17296417748690784,-0.6958290692820238,1.6371243990386157,1.7322622873874427,0.4365260983947784,0.4866108659526501,0.2194577464118775,0.3136872877180074,0.28175330627426276,0.2490001707208004,1.8600718577229012,1.2833846970163467,1.4574289293978056,0.20140217387175677,0.8693841962171166,1.5182204375763981,0.6682363404128628,-0.44980015930637196,-0.9234526104379082,-0.4447684329692112,-0.2030252289698391,-0.5754524610639153,-0.5458108860061539,0.07236481696085173,-0.8494296049814377,-0.12997773103580823,-0.36315846328687235,-0.12321667717162907,-0.2999026595358855,-0.36273887150833617,6.2870001792907715,1
Africa,East Africa,Tanzania,0.8746458107833984,1.1668155336165125,0.39389812689330655,0.8972239212592024,0.35713502227062344,1.2721730958972794,1.6669933326297244,0.6947997363392989,1.8761297008649793,0.5558843089716212,1.0973067806707961,0.25471976193076995,0.2194577464118775,-0.285734955149076,1.0974291279382533,1.4504259944486633,-0.010905958774922586,0.5454037349996339,-0.2181259976239456,0.7948467472648715,0.23220261443267298,0.593878026055121,0.9386128890495138,-0.41921767824312617,0.4308509899763494,-0.9603258357503387,-0.7472456344028794,0.012178888064844814,0.24031971846539602,-0.7491886932417617,-0.30658220842045275,0.18359354508807935,0.18017164070046401,-0.6458720330864514,-0.8459518415210354,-1.120954779823595,3.780600070953369,2
Americas,Caribbean & Central,Mexico,1.899984311467231,2.4908190629936318,1.2643829187682096,1.8714248596728509,1.487086814044891,1.488308137717856,1.1412911868821152,1.0921222522311054,1.8761297008649793,1.967537883070607,1.758087462946814,1.8779574900839309,1.4507177771529352,1.5125317734521744,1.9131049496022439,1.4504259944486633,2.327816311847357,1.2162955186511912,2.0857620270309623,1.9817358940511012,0.656990335622302,-1.2548067969874335,0.6682363404128628,-0.37028570854193266,-0.9234526104379082,-0.7025471343597749,0.3411951764632012,0.012178888064844814,-0.28376735118230395,0.07236481696085173,-1.1208533032619301,-0.4435490071596958,0.18017164070046401,-0.3845443551290402,-0.2999026595358855,-0.36273887150833617,6.677999973297119,1
Asia,South-Eastern Asia,Philippines,1.1964673839907325,1.2969199266766918,0.9742213214765753,0.16657321744896597,1.035106097335184,1.2721730958972794,1.4041422597559197,1.2907835101770087,-0.03591271374593043,-0.38521807376103595,-0.5546449250192483,1.8779574900839309,1.4507177771529352,1.2128206520186327,1.0974291279382533,0.8497130825847319,0.6907107224117613,1.015027983555724,1.6668732952755243,0.49812446056831416,0.8693841962171166,1.2101063004026391,-0.6836464027703921,-0.37028570854193266,-0.9234526104379082,-0.9603258357503387,-0.2030252289698391,-0.2816367864995353,-0.02172381635845396,-1.5707422034443752,-0.5780059067009452,0.18359354508807935,0.7235017446878004,0.3994386787431932,-0.5729272505284605,-0.11000023540324992,6.047599792480469,1
Asia,South-Eastern Asia,Indonesia,1.3611202819107637,1.319879525452017,0.9742213214765753,0.6536736866557903,-0.320836052793937,1.7044431795384327,1.6669933326297244,1.2907835101770087,-0.27491801557229417,-0.38521807376103595,0.7669164395327873,0.9503930739964103,1.4507177771529352,1.2128206520186327,1.3693210684929167,1.1500695385166975,0.9245829494739893,1.2833846970163467,0.8290958317646488,1.091569033961429,0.8693841962171166,0.28576388888136195,1.7497425349594669,-0.3458197236913359,-0.38173117027220516,-0.4447684329692112,0.06908497374668104,-0.2816367864995353,-0.5458108860061539,-0.7491886932417617,-0.5780059067009452,0.18359354508807935,-0.09149341129320415,0.1381110007857821,-0.2999026595358855,-0.6154775076134225,5.568299770355225,1
Americas,South America,Peru,1.0243302634379727,1.0137515417810072,0.6840597241849409,0.6536736866557903,0.5831253806254769,1.2721730958972794,0.615589041134506,1.6881060260688152,0.6811031917331607,1.967537883070607,0.4365260983947784,-0.2090624461129903,0.2194577464118775,-0.285734955149076,2.1849968901569072,-1.5531385648709939,0.2229662682873054,0.9479388051905681,1.2479845635200866,1.6850136073545436,0.656990335622302,0.28576388888136195,-0.4132698541337412,-0.26630527292689665,-1.1943133305207598,0.5863463725930437,-0.47513543168635924,0.30599456262922486,1.026450322936946,-0.7491886932417617,-0.03515851013996029,-0.4435490071596958,-0.36315846328687235,-0.3845443551290402,-0.8459518415210354,-0.36273887150833617,5.84089994430542,1
Africa,North Africa,Algeria,-0.11327157673679068,0.2254719838281557,-1.0569098595648652,0.8972239212592024,-0.320836052793937,-0.889177322308486,0.35273796826070136,0.8934609942852022,-0.7529286192250216,-0.38521807376103595,1.0973067806707961,0.7185019699745302,-0.2730462658845455,1.2128206520186327,0.5536452468289262,1.1500695385166975,-0.47865041289937854,-0.3938447621125467,-1.055903461134821,-0.392042399521358,0.656990335622302,-0.3304643854661562,-0.4132698541337412,-0.26630527292689665,-0.11087045018935364,-0.7025471343597749,-0.47513543168635924,0.30599456262922486,-0.8078544208300039,0.6200671570959273,0.7791125847015171,0.18359354508807935,-0.09149341129320415,-0.6458720330864514,-0.5729272505284605,-1.120954779823595,5.363500118255615,1
Asia,Southern Asia,Bangladesh,0.06634976644869837,0.11832718954330237,1.2643829187682096,0.6536736866557903,-0.09484569443908353,0.4076329286149733,0.35273796826070136,-0.49716781133612054,0.2030925880804333,-0.8557692651273645,-0.8850352661572572,0.7185019699745302,0.2194577464118775,-0.8851571980161594,-0.26203057483506426,-0.6520691970750967,1.1584551765362172,0.00869030807838808,0.8290958317646488,0.20140217387175677,0.4445964750274875,-0.9466926598136743,-0.9540229514070432,-0.2418392880762999,-0.38173117027220516,-0.18698973157864748,0.06908497374668104,-0.2816367864995353,-0.8078544208300039,-0.4753375231742239,-0.03515851013996029,0.497164821211967,0.18017164070046401,-0.3845443551290402,-0.2999026595358855,-0.36273887150833617,3.8859000205993652,2
Europe,Southern Europe,Cyprus,-0.4500615952095825,-0.6929119671848747,-0.18642506768996212,0.6536736866557903,-1.224797486213351,-0.6730422804879095,-0.9615173961083217,-1.0931515851738303,-0.7529286192250216,0.08533311760529264,-0.5546449250192483,-0.9047357581786306,-0.2730462658845455,-0.5854460765826177,0.28175330627426276,0.2490001707208004,-0.47865041289937854,-0.19257722701707902,-0.2181259976239456,-0.392042399521358,-0.8297666885413998,0.9019921632288801,0.1274832431395608,-0.21737330322570314,-0.11087045018935364,0.07078896981191626,0.6133053791797214,0.30599456262922486,-0.02172381635845396,0.3462159870283895,-1.3922770015424226,-0.7571202832835834,-0.6348235152805405,0.1381110007857821,-0.2999026595358855,-0.6154775076134225,6.0680999755859375,0
Africa,West Africa,Togo,0.14867621540871434,-0.08065599984285478,-0.18642506768996212,-0.8076277209646826,-0.5468264111487905,-0.0246371550261798,0.35273796826070136,0.6947997363392989,-0.7529286192250216,0.3206087132884569,1.0973067806707961,0.022828657908889834,0.2194577464118775,-1.484579440883243,1.0974291279382533,0.5493566266527661,-1.1802670940860625,0.3441361999041668,-1.26534782701254,0.7948467472648715,0.656990335622302,0.9019921632288801,0.6682363404128628,-0.1929073183751064,-0.6525918903550567,-0.18698973157864748,0.06908497374668104,0.012178888064844814,-0.28376735118230395,0.07236481696085173,-0.8494296049814377,-0.7571202832835834,-0.09149341129320415,0.3994386787431932,0.24614652244926435,-0.11000023540324992,4.214099884033203,2
Africa,North Africa,Tunisia,-0.43509314994412474,0.09536759076797642,-1.0569098595648652,1.3843243904660267,-0.9988071278584975,-0.24077219684675635,0.08988689538689676,0.2974772204474924,-0.27491801557229417,-0.38521807376103595,1.0973067806707961,0.4866108659526501,-0.2730462658845455,1.2128206520186327,0.5536452468289262,0.5493566266527661,-0.9463948670238345,-0.8634690106686367,-1.055903461134821,-0.6887646862179154,0.23220261443267298,-1.8710350713349515,-0.1428933054970902,-0.1929073183751064,-0.11087045018935364,-0.18698973157864748,-0.47513543168635924,0.30599456262922486,-0.5458108860061539,-0.20148635310668608,0.5076888864210246,0.497164821211967,-0.6348235152805405,0.1381110007857821,-0.8459518415210354,-0.36273887150833617,4.421800136566162,2
Europe,Central & Eastern Europe,Ukraine,1.0842040444998022,1.0673239389234335,0.9742213214765753,1.3843243904660267,1.7130771723997444,1.2721730958972794,-0.17296417748690784,1.0921222522311054,-0.03591271374593043,-1.5615960521768573,0.7669164395327873,1.4141752820401705,1.9432217894493582,0.3136872877180074,0.28175330627426276,0.2490001707208004,0.45683849534953336,1.015027983555724,0.6196514658869299,1.091569033961429,0.8693841962171166,0.9019921632288801,0.3978597917762118,-0.16844133352450966,0.15999026989349788,-0.4447684329692112,0.8854155818962415,-0.5754524610639153,-0.02172381635845396,0.07236481696085173,-1.9351243981034076,-0.12997773103580823,0.18017164070046401,-0.12321667717162907,-0.2999026595358855,0.3954770368069226,4.873000144958496,1
Africa,Southern Africa,Zambia,-0.22553491622772084,-0.3102519875961123,-0.47658666498159646,-1.0511779555680947,-0.772816769503644,1.488308137717856,0.08988689538689676,0.2974772204474924,0.2030925880804333,-0.6204936694442003,-0.22425458388123942,-0.6728446541567505,-0.2730462658845455,-0.5854460765826177,-0.26203057483506426,0.2490001707208004,-0.7125226399616065,-0.1254880486519235,-0.4275703635016645,-0.392042399521358,0.23220261443267298,1.2101063004026391,-0.9540229514070432,-0.16844133352450966,-0.11087045018935364,-0.4447684329692112,-0.2030252289698391,0.5998102371936049,0.24031971846539602,-0.4753375231742239,-0.8494296049814377,0.497164821211967,0.4518366926941322,-0.6458720330864514,-0.8459518415210354,0.14273840070183635,3.5023999214172363,2
Asia,Central Asia and the Caucasus,Kazakhstan,-0.42012470467866764,-0.41739678188096563,0.10373652960167223,-0.3205272517578583,-0.9988071278584975,-0.889177322308486,0.08988689538689676,0.2974772204474924,1.159113795385888,-1.0910448608105288,-0.22425458388123942,0.4866108659526501,-1.01180228432918,-0.5854460765826177,-0.5339225153897278,-0.351712741143131,-0.24477818583715055,-0.3938447621125467,-0.00868163174622672,-0.6887646862179154,0.23220261443267298,-0.9466926598136743,-0.4132698541337412,-0.16844133352450966,0.15999026989349788,-0.18698973157864748,-0.2030252289698391,0.012178888064844814,0.24031971846539602,-0.4753375231742239,-0.03515851013996029,-0.4435490071596958,0.18017164070046401,-0.12321667717162907,-0.2999026595358855,-0.6154775076134225,6.1875,0
Africa,Southern Africa,Namibia,-0.5473564894350555,-0.5934203724917968,-1.3470714568564994,-1.2947281901715069,-0.9988071278584975,1.056038054076703,0.35273796826070136,-0.09984529544431407,-0.5139233173986578,-0.14994247807787164,-1.215425607295266,-0.2090624461129903,0.2194577464118775,-0.8851571980161594,-0.26203057483506426,-0.6520691970750967,-0.47865041289937854,-0.4609339404777022,-0.6370147293793834,-0.09532011282480063,-0.4049789673517707,0.28576388888136195,-0.6836464027703921,-0.16844133352450966,-0.11087045018935364,-0.18698973157864748,0.6133053791797214,0.30599456262922486,-0.28376735118230395,-0.7491886932417617,-0.8494296049814377,-0.4435490071596958,-0.36315846328687235,-0.12321667717162907,-0.2999026595358855,0.6482156729120089,4.831699848175049,2
Africa,Southern Africa,Malawi,-0.41264048204593845,-0.08065599984285478,-0.47658666498159646,-0.3205272517578583,-0.320836052793937,0.4076329286149733,0.8784401140083106,-0.09984529544431407,-0.03591271374593043,-0.6204936694442003,0.7669164395327873,-0.9047357581786306,-1.01180228432918,0.6133984091515492,1.0974291279382533,0.8497130825847319,-0.9463948670238345,-0.6622014755731693,-0.8464590952571023,-0.6887646862179154,-0.8297666885413998,-0.02235024829239711,0.1274832431395608,-0.1439753486739129,0.4308509899763494,0.32856767120248,-0.2030252289698391,0.012178888064844814,0.24031971846539602,-0.7491886932417617,-1.1208533032619301,0.8107360973358545,-0.36315846328687235,-0.9071997110438625,-0.2999026595358855,0.3954770368069226,3.4210000038146973,2
Africa,North Africa,Morocco,-0.17314535779862036,0.1718995866857287,-0.18642506768996212,0.8972239212592024,-1.4507878445682045,-0.889177322308486,-0.17296417748690784,-1.2918128431197335,-0.03591271374593043,0.5558843089716212,2.418868145222832,0.4866108659526501,-0.2730462658845455,0.9131095305850908,0.8255371873835897,0.8497130825847319,0.45683849534953336,-0.4609339404777022,-1.055903461134821,0.49812446056831416,0.656990335622302,-0.9466926598136743,-0.9540229514070432,-0.11339286761066712,-0.11087045018935364,-0.4447684329692112,0.06908497374668104,0.5998102371936049,-0.28376735118230395,0.3462159870283895,0.5076888864210246,-0.7571202832835834,-0.09149341129320415,0.1381110007857821,-0.2999026595358855,-0.8682161437185087,4.7947001457214355,2
Americas,Caribbean & Central,Panama,1.4584151761362376,1.373451922594444,0.9742213214765753,0.6536736866557903,0.8091157389803304,1.056038054076703,1.6669933326297244,0.6947997363392989,0.442097889906797,1.7322622873874427,-0.5546449250192483,0.022828657908889834,0.9582137648565121,0.9131095305850908,1.3693210684929167,1.4504259944486633,1.1584551765362172,1.4175630537466584,1.4574289293978056,0.7948467472648715,0.656990335622302,0.28576388888136195,2.020119083596118,-0.08892688276007038,-0.38173117027220516,-0.18698973157864748,0.06908497374668104,0.30599456262922486,-0.8078544208300039,-0.20148635310668608,0.23626518814053218,-0.7571202832835834,0.4518366926941322,-0.12321667717162907,-0.2999026595358855,0.6482156729120089,6.3582000732421875,1
Europe,Central & Eastern Europe,Montenegro,0.6501191318015375,0.24843158260348167,-0.47658666498159646,0.16657321744896597,0.35713502227062344,-0.4569072386673329,0.35273796826070136,-0.49716781133612054,0.6811031917331607,1.0264355003379497,0.4365260983947784,-0.4409535501348704,0.46570975256008906,0.013976166284465725,-1.0777063964990548,1.750782450380629,0.45683849534953336,0.9479388051905681,1.4574289293978056,0.7948467472648715,0.4445964750274875,0.28576388888136195,0.3978597917762118,-0.03999491305887688,-0.11087045018935364,0.07078896981191626,0.06908497374668104,-0.2816367864995353,-0.02172381635845396,-0.20148635310668608,-0.03515851013996029,0.18359354508807935,-0.36315846328687235,-0.12321667717162907,0.24614652244926435,0.14273840070183635,5.706999778747559,1
Africa,East Africa,Ethiopia,0.4854662338815055,0.9142599470879289,1.2643829187682096,1.1407741558626145,1.487086814044891,0.19149788679439675,0.615589041134506,0.49613847839339564,-0.27491801557229417,-0.38521807376103595,0.4365260983947784,-0.9047357581786306,0.2194577464118775,0.6133984091515492,1.6412130090475803,2.0511389063125947,0.9245829494739893,0.07577948644354358,-0.8464590952571023,0.49812446056831416,-0.4049789673517707,0.28576388888136195,1.2089894376861647,-0.03999491305887688,-0.38173117027220516,0.07078896981191626,0.06908497374668104,0.30599456262922486,0.24031971846539602,-0.7491886932417617,-0.5780059067009452,1.4378786495836298,0.18017164070046401,-0.6458720330864514,0.24614652244926435,-0.36273887150833617,3.8608999252319336,2
Asia,South-Eastern Asia,Vietnam,1.1365936029289028,1.2433475295342646,0.6840597241849409,0.8972239212592024,-0.320836052793937,1.2721730958972794,2.1926954783773334,0.49613847839339564,1.6371243990386157,-0.38521807376103595,-0.5546449250192483,0.9503930739964103,0.9582137648565121,0.6133984091515492,1.3693210684929167,1.4504259944486633,0.9245829494739893,0.9479388051905681,0.8290958317646488,0.7948467472648715,0.4445964750274875,0.593878026055121,0.9386128890495138,-0.01552892820828014,0.15999026989349788,0.07078896981191626,0.06908497374668104,0.30599456262922486,-0.28376735118230395,-0.20148635310668608,0.23626518814053218,0.497164821211967,0.4518366926941322,0.1381110007857821,0.24614652244926435,-1.6264320520337676,6.043000221252441,1
Asia,South-Eastern Asia,Thailand,0.8596773655179407,1.4499839185121963,0.6840597241849409,0.8972239212592024,0.5831253806254769,1.056038054076703,1.6669933326297244,0.49613847839339564,1.8761297008649793,-0.38521807376103595,-0.5546449250192483,1.6460663860620506,0.7119617587083006,1.2128206520186327,1.6412130090475803,1.4504259944486633,1.1584551765362172,0.2770470215390107,-1.055903461134821,0.20140217387175677,0.23220261443267298,0.9019921632288801,1.2089894376861647,-0.01552892820828014,0.15999026989349788,0.07078896981191626,0.3411951764632012,0.012178888064844814,-0.28376735118230395,0.3462159870283895,-0.5780059067009452,0.18359354508807935,-0.09149341129320415,0.1381110007857821,0.24614652244926435,-0.6154775076134225,5.976099967956543,1
Americas,Caribbean & Central,Dominican Republic,-0.008492459878589065,0.19485918546105466,0.39389812689330655,0.4101234520523781,-0.5468264111487905,0.4076329286149733,-0.43581525036071245,-0.09984529544431407,1.159113795385888,1.4969866917042782,0.10613575725676949,-0.2090624461129903,-0.519298272032757,-0.5854460765826177,0.28175330627426276,-0.0513562852111653,-0.010905958774922586,-0.19257722701707902,0.41020710000921107,-0.09532011282480063,-0.19258510675695611,-0.9466926598136743,-0.1428933054970902,-0.01552892820828014,0.15999026989349788,-0.7025471343597749,0.8854155818962415,-0.2816367864995353,-0.28376735118230395,0.07236481696085173,0.23626518814053218,-0.4435490071596958,0.18017164070046401,-0.12321667717162907,-0.026878068543310582,0.14273840070183635,5.822800159454346,0
Americas,South America,Bolivia,-0.06088201830768954,0.09536759076797642,-0.47658666498159646,-0.5640774863612704,-0.09484569443908353,1.488308137717856,0.615589041134506,1.2907835101770087,-0.9919339210513853,1.7322622873874427,-1.8762062895712839,-1.368517966222391,-0.02679425973633399,-0.5854460765826177,0.00986136571959923,1.4504259944486633,-0.47865041289937854,-0.19257722701707902,-0.00868163174622672,-0.6887646862179154,0.019808753837858423,-0.3304643854661562,0.1274832431395608,0.008937056642316603,0.15999026989349788,-0.18698973157864748,-0.47513543168635924,0.30599456262922486,-0.8078544208300039,-0.20148635310668608,-0.30658220842045275,-0.12997773103580823,0.4518366926941322,0.3994386787431932,0.7921957044344142,0.14273840070183635,5.784299850463867,0
Americas,South America,Ecuador,1.5257731798307956,1.4193711201450958,0.39389812689330655,0.4101234520523781,1.2610964556900375,1.2721730958972794,1.1412911868821152,1.0921222522311054,1.159113795385888,1.7322622873874427,0.10613575725676949,0.25471976193076995,0.9582137648565121,0.3136872877180074,0.5536452468289262,0.8497130825847319,1.8600718577229012,1.4846522321118145,1.6668732952755243,1.091569033961429,0.4445964750274875,1.5182204375763981,0.9386128890495138,0.0395195377055624,-0.11087045018935364,0.5863463725930437,0.06908497374668104,-0.2816367864995353,-0.28376735118230395,-0.4753375231742239,-0.8494296049814377,0.497164821211967,0.18017164070046401,0.6607663567006044,-0.026878068543310582,0.3954770368069226,5.7245001792907715,1
Europe,Central & Eastern Europe,Hungary,-0.3078613651877368,-0.11126879820995514,0.39389812689330655,0.6536736866557903,-0.320836052793937,-0.0246371550261798,-0.43581525036071245,-0.49716781133612054,0.442097889906797,0.08533311760529264,0.10613575725676949,0.4866108659526501,0.2194577464118775,-0.285734955149076,-0.5339225153897278,-0.351712741143131,-0.9463948670238345,-0.4609339404777022,-1.26534782701254,-0.9854869729144728,0.4445964750274875,-0.02235024829239711,0.1274832431395608,0.0395195377055624,-0.11087045018935364,-0.4447684329692112,-0.7472456344028794,-0.2816367864995353,0.24031971846539602,0.07236481696085173,0.7791125847015171,0.497164821211967,-0.09149341129320415,0.1381110007857821,0.7921957044344142,-0.36273887150833617,6.016900062561035,0
Americas,South America,Brazil,1.301246500848934,1.5724351119806004,0.10373652960167223,0.16657321744896597,1.487086814044891,1.9205782213590092,1.9298444055035289,1.489444768122912,-0.7529286192250216,1.967537883070607,2.088477804084823,-0.2090624461129903,1.6969697833011466,0.6133984091515492,1.0974291279382533,0.2490001707208004,1.3923274035984452,0.9479388051905681,1.6668732952755243,0.7948467472648715,1.081778056811931,-1.2548067969874335,0.6682363404128628,0.06398552255615914,-0.9234526104379082,0.07078896981191626,0.8854155818962415,-0.5754524610639153,-0.8078544208300039,-0.20148635310668608,0.23626518814053218,0.8107360973358545,0.4518366926941322,0.3994386787431932,-0.2999026595358855,0.6482156729120089,6.271999835968018,1
Europe,Central & Eastern Europe,Serbia,0.8896142560488555,0.6540511609675704,0.10373652960167223,0.6536736866557903,0.5831253806254769,0.4076329286149733,0.08988689538689676,0.09881596250158918,1.398119097212252,0.5558843089716212,0.4365260983947784,0.4866108659526501,0.2194577464118775,0.6133984091515492,-0.26203057483506426,0.2490001707208004,0.6907107224117613,1.015027983555724,0.8290958317646488,0.7948467472648715,0.8693841962171166,0.593878026055121,0.6682363404128628,0.08845150740675589,-0.11087045018935364,-0.18698973157864748,0.3411951764632012,-0.2816367864995353,0.24031971846539602,0.07236481696085173,0.5076888864210246,0.497164821211967,0.18017164070046401,-0.12321667717162907,0.5191711134418393,-0.6154775076134225,6.410799980163574,1
Asia,Western Asia,United Arab Emirates,1.0018775955397863,1.6489671078983534,1.554544516059844,0.6536736866557903,0.8091157389803304,0.6237679704355499,1.4041422597559197,1.0921222522311054,1.398119097212252,0.7911599046547855,0.7669164395327873,1.4141752820401705,1.6969697833011466,2.111954016319258,1.0974291279382533,0.5493566266527661,0.45683849534953336,0.3441361999041668,-1.26534782701254,0.49812446056831416,0.23220261443267298,0.9019921632288801,1.4793659863228157,0.19243194302179192,0.15999026989349788,0.07078896981191626,-0.47513543168635924,0.012178888064844814,0.502363253289246,0.6200671570959273,0.23626518814053218,-0.7571202832835834,0.4518366926941322,0.9220940346580155,1.0652202954269891,-0.8682161437185087,6.733099937438965,1
Europe,Central & Eastern Europe,Albania,0.10377087961234176,-0.03473680229220286,-0.47658666498159646,0.4101234520523781,-0.320836052793937,0.19149788679439675,-0.698666323234517,0.09881596250158918,0.9201084935595245,0.7911599046547855,0.7669164395327873,-0.6728446541567505,0.7119617587083006,0.013976166284465725,-1.0777063964990548,-0.9524256530070625,-0.24477818583715055,0.20995784317385519,1.0385401976423676,0.7948467472648715,0.23220261443267298,-1.5629209341611925,-0.1428933054970902,0.19243194302179192,0.15999026989349788,0.07078896981191626,0.6133053791797214,0.30599456262922486,0.764406788113096,0.07236481696085173,0.23626518814053218,-0.4435490071596958,-0.36315846328687235,0.1381110007857821,0.24614652244926435,0.14273840070183635,5.304200172424316,1
